OrderLineID,OrderID,CustomerID,SalespersonPersonID,OrderDate,ProductItemID,Quantity,UnitPrice
201777,64049,33,3,1/2/2020,14,8,32
201778,64049,33,3,1/2/2020,140,60,5
201779,64049,33,3,1/2/2020,154,100,20
201780,64065,878,6,1/2/2020,78,60,18
201781,64050,878,6,1/2/2020,185,200,2
201782,64050,878,6,1/2/2020,130,8,32
201783,64050,878,6,1/2/2020,1,9,25
201784,64051,1017,14,1/2/2020,121,10,32
201785,64051,1017,14,1/2/2020,131,4,32
201786,64051,1017,14,1/2/2020,37,1,13
201787,64051,1017,14,1/2/2020,29,2,13
201788,64051,1017,14,1/2/2020,60,8,25
201789,64052,567,15,1/2/2020,163,30,37
201790,64052,567,15,1/2/2020,41,1,13
201791,64052,567,15,1/2/2020,96,96,18
201792,64052,567,15,1/2/2020,56,9,13
201793,64053,898,6,1/2/2020,55,2,13
201794,64053,898,6,1/2/2020,130,8,32
201795,64066,463,15,1/2/2020,86,60,18
201796,64054,463,15,1/2/2020,47,5,13
201797,64055,567,14,1/2/2020,27,4,13
201798,64055,567,14,1/2/2020,97,60,18
201799,64055,567,14,1/2/2020,155,90,24
201800,64055,567,14,1/2/2020,141,24,5
201801,64055,567,14,1/2/2020,216,100,13
201802,64056,416,16,1/2/2020,218,30,38
201803,64056,416,16,1/2/2020,197,48,4
201804,64056,416,16,1/2/2020,183,100,3
201805,64056,416,16,1/2/2020,163,60,37
201806,64057,998,14,1/2/2020,205,10,32
201807,64067,998,14,1/2/2020,95,36,18
201808,64058,154,13,1/2/2020,220,48,9
201809,64058,154,13,1/2/2020,3,70,19
201810,64058,154,13,1/2/2020,166,10,42
201811,64058,154,13,1/2/2020,148,108,18
201812,64059,1018,15,1/2/2020,67,2,230
201813,64059,1018,15,1/2/2020,50,3,13
201814,64059,1018,15,1/2/2020,51,6,13
201815,64060,99,8,1/2/2020,168,80,29
201816,64060,99,8,1/2/2020,62,7,25
201817,64060,99,8,1/2/2020,39,5,13
201818,64061,84,6,1/2/2020,97,120,18
201819,64061,84,6,1/2/2020,1,5,25
201820,64061,84,6,1/2/2020,181,175,1
201821,64068,506,7,1/4/2020,87,72,18
201822,64068,506,7,1/4/2020,57,4,13
201823,64068,506,7,1/4/2020,97,96,18
201824,64068,506,7,1/4/2020,191,144,4
201825,64069,967,13,1/4/2020,110,10,25
201826,64069,967,13,1/4/2020,45,2,13
201827,64069,967,13,1/4/2020,18,10,13
201828,64069,967,13,1/4/2020,31,4,13
201829,64069,967,13,1/4/2020,23,6,13
201830,64070,172,14,1/4/2020,149,108,18
201831,64070,172,14,1/4/2020,206,24,3
201832,64071,98,20,1/4/2020,78,12,18
201833,64071,98,20,1/4/2020,54,4,13
201834,64071,98,20,1/4/2020,108,5,25
201835,64072,405,3,1/4/2020,192,324,4
201836,64072,405,3,1/4/2020,218,90,38
201837,64072,405,3,1/4/2020,134,1,32
201838,64072,405,3,1/4/2020,99,24,18
201839,64073,967,3,1/4/2020,69,4,230
201840,64073,967,3,1/4/2020,85,96,18
201841,64073,967,3,1/4/2020,17,10,13
201842,64073,967,3,1/4/2020,151,8,16
201843,64073,967,3,1/4/2020,46,1,13
201844,64074,982,2,1/4/2020,84,84,18
201845,64074,982,2,1/4/2020,223,216,9
201846,64074,982,2,1/4/2020,123,3,32
201847,64075,472,20,1/4/2020,197,120,4
201848,64075,472,20,1/4/2020,3,70,19
201849,64076,909,16,1/4/2020,24,3,13
201850,64076,909,16,1/4/2020,220,24,9
201851,64076,909,16,1/4/2020,202,144,4
201852,64076,909,16,1/4/2020,38,4,13
201853,64076,909,16,1/4/2020,212,100,4
201854,64077,1017,7,1/4/2020,88,48,18
201855,64077,1017,7,1/4/2020,160,90,33
201856,64077,1017,7,1/4/2020,45,8,13
201857,64077,1017,7,1/4/2020,121,8,32
201858,64077,1017,7,1/4/2020,223,168,9
201859,64159,825,16,1/4/2020,77,36,18
201860,64078,825,16,1/4/2020,167,80,99
201861,64078,825,16,1/4/2020,105,2,35
201862,64079,165,16,1/4/2020,38,2,13
201863,64079,165,16,1/4/2020,94,84,18
201864,64079,165,16,1/4/2020,129,10,32
201865,64079,165,16,1/4/2020,82,36,18
201866,64080,1006,2,1/4/2020,213,5,87
201867,64080,1006,2,1/4/2020,114,9,30
201868,64080,1006,2,1/4/2020,194,96,4
201869,64080,1006,2,1/4/2020,52,5,13
201870,64081,100,20,1/4/2020,13,4,32
201871,64081,100,20,1/4/2020,7,9,32
201872,64082,854,6,1/4/2020,192,108,4
201873,64082,854,6,1/4/2020,180,200,1
201874,64082,854,6,1/4/2020,121,7,32
201875,64082,854,6,1/4/2020,110,1,25
201876,64082,854,6,1/4/2020,48,9,13
201877,64083,870,8,1/4/2020,187,225,1
201878,64083,870,8,1/4/2020,124,6,32
201879,64083,870,8,1/4/2020,39,1,13
201880,64084,433,16,1/4/2020,11,7,32
201881,64084,433,16,1/4/2020,211,70,4
201882,64084,433,16,1/4/2020,106,8,35
201883,64084,433,16,1/4/2020,169,90,45
201884,64085,1045,2,1/4/2020,66,8,45
201885,64160,1045,2,1/4/2020,193,216,4
201886,64085,1045,2,1/4/2020,61,6,25
201887,64085,1045,2,1/4/2020,1,9,25
201888,64085,1045,2,1/4/2020,100,96,18
201889,64086,828,2,1/4/2020,201,168,4
201890,64086,828,2,1/4/2020,195,48,4
201891,64087,106,14,1/4/2020,49,3,13
201892,64087,106,14,1/4/2020,186,200,2
201893,64087,106,14,1/4/2020,21,9,13
201894,64088,80,20,1/4/2020,51,10,13
201895,64088,80,20,1/4/2020,171,20,32
201896,64088,80,20,1/4/2020,16,2,13
201897,64088,80,20,1/4/2020,127,2,32
201898,64089,541,13,1/4/2020,99,108,18
201899,64089,541,13,1/4/2020,154,100,20
201900,64089,541,13,1/4/2020,42,6,13
201901,64089,541,13,1/4/2020,39,5,13
201902,64090,498,2,1/4/2020,104,6,35
201903,64090,498,2,1/4/2020,64,7,30
201904,64090,498,2,1/4/2020,203,40,32
201905,64090,498,2,1/4/2020,171,60,32
201906,64090,498,2,1/4/2020,106,8,35
201907,64091,183,13,1/4/2020,92,72,18
201908,64091,183,13,1/4/2020,143,108,18
201909,64092,562,20,1/4/2020,138,48,5
201910,64092,562,20,1/4/2020,222,216,9
201911,64092,562,20,1/4/2020,78,12,18
201912,64092,562,20,1/4/2020,130,8,32
201913,64092,562,20,1/4/2020,7,1,32
201914,64093,569,15,1/4/2020,70,2,230
201915,64093,569,15,1/4/2020,44,4,13
201916,64094,188,6,1/4/2020,49,6,13
201917,64094,188,6,1/4/2020,111,5,30
201918,64094,188,6,1/4/2020,91,108,18
201919,64094,188,6,1/4/2020,81,36,18
201920,64095,184,15,1/4/2020,108,5,25
201921,64095,184,15,1/4/2020,16,7,13
201922,64096,35,7,1/4/2020,81,60,18
201923,64096,35,7,1/4/2020,47,6,13
201924,64096,35,7,1/4/2020,109,5,25
201925,64096,35,7,1/4/2020,53,2,13
201926,64097,1019,20,1/4/2020,145,60,18
201927,64097,1019,20,1/4/2020,125,2,32
201928,64097,1019,20,1/4/2020,188,150,1
201929,64097,1019,20,1/4/2020,25,4,13
201930,64097,1019,20,1/4/2020,118,7,32
201931,64098,976,2,1/4/2020,23,5,13
201932,64098,976,2,1/4/2020,98,24,18
201933,64098,976,2,1/4/2020,123,6,32
201934,64098,976,2,1/4/2020,6,6,32
201935,64099,863,16,1/4/2020,81,108,18
201936,64099,863,16,1/4/2020,73,4,285
201937,64099,863,16,1/4/2020,41,8,13
201938,64099,863,16,1/4/2020,83,24,18
201939,64099,863,16,1/4/2020,72,9,230
201940,64161,808,20,1/4/2020,204,20,32
201941,64100,808,20,1/4/2020,12,10,32
201942,64100,808,20,1/4/2020,37,9,13
201943,64101,444,3,1/4/2020,135,4,32
201944,64101,444,3,1/4/2020,82,12,18
201945,64101,444,3,1/4/2020,157,10,30
201946,64101,444,3,1/4/2020,1,6,25
201947,64102,488,13,1/4/2020,127,8,32
201948,64102,488,13,1/4/2020,175,2,240
201949,64102,488,13,1/4/2020,143,48,18
201950,64103,941,16,1/4/2020,39,10,13
201951,64103,941,16,1/4/2020,12,1,32
201952,64103,941,16,1/4/2020,14,1,32
201953,64103,941,16,1/4/2020,15,6,240
201954,64104,998,16,1/4/2020,30,8,13
201955,64104,998,16,1/4/2020,218,40,38
201956,64104,998,16,1/4/2020,9,8,32
201957,64104,998,16,1/4/2020,186,50,2
201958,64105,889,3,1/4/2020,10,7,32
201959,64105,889,3,1/4/2020,189,234,3
201960,64105,889,3,1/4/2020,75,4,345
201961,64105,889,3,1/4/2020,43,10,13
201962,64106,831,8,1/4/2020,152,8,16
201963,64106,831,8,1/4/2020,122,7,32
201964,64106,831,8,1/4/2020,222,192,9
201965,64107,412,14,1/4/2020,33,9,13
201966,64107,412,14,1/4/2020,40,6,13
201967,64107,412,14,1/4/2020,174,5,240
201968,64108,35,3,1/4/2020,17,4,13
201969,64108,35,3,1/4/2020,23,6,13
201970,64108,35,3,1/4/2020,221,24,15
201971,64108,35,3,1/4/2020,76,120,18
201972,64109,860,16,1/4/2020,146,36,18
201973,64109,860,16,1/4/2020,136,9,32
201974,64109,860,16,1/4/2020,192,216,4
201975,64109,860,16,1/4/2020,70,10,230
201976,64109,860,16,1/4/2020,44,6,13
201977,64110,848,6,1/4/2020,142,36,18
201978,64110,848,6,1/4/2020,183,25,3
201979,64110,848,6,1/4/2020,109,6,25
201980,64110,848,6,1/4/2020,10,6,32
201981,64111,985,2,1/4/2020,153,50,5
201982,64111,985,2,1/4/2020,64,9,30
201983,64112,924,2,1/4/2020,112,4,30
201984,64112,924,2,1/4/2020,145,60,18
201985,64112,924,2,1/4/2020,188,175,1
201986,64112,924,2,1/4/2020,148,12,18
201987,64112,924,2,1/4/2020,7,10,32
201988,64113,176,6,1/4/2020,220,72,9
201989,64113,176,6,1/4/2020,142,48,18
201990,64114,533,8,1/4/2020,74,8,285
201991,64114,533,8,1/4/2020,61,10,25
201992,64162,169,20,1/4/2020,95,108,18
201993,64162,169,20,1/4/2020,193,168,4
201994,64115,169,20,1/4/2020,28,6,13
201995,64115,169,20,1/4/2020,156,20,15
201996,64115,169,20,1/4/2020,167,80,99
201997,64116,117,13,1/4/2020,36,3,13
201998,64116,117,13,1/4/2020,139,108,5
201999,64116,117,13,1/4/2020,109,8,25
202000,64116,117,13,1/4/2020,70,2,230
202001,64117,109,3,1/4/2020,12,10,32
202002,64117,109,3,1/4/2020,110,7,25
202003,64117,109,3,1/4/2020,174,6,240
202004,64118,814,2,1/4/2020,148,36,18
202005,64118,814,2,1/4/2020,54,10,13
202006,64118,814,2,1/4/2020,53,8,13
202007,64118,814,2,1/4/2020,58,7,25
202008,64119,491,2,1/4/2020,52,5,13
202009,64119,491,2,1/4/2020,76,72,18
202010,64119,491,2,1/4/2020,89,60,18
202011,64119,491,2,1/4/2020,25,1,13
202012,64120,1004,20,1/4/2020,120,9,32
202013,64120,1004,20,1/4/2020,66,10,45
202014,64120,1004,20,1/4/2020,125,6,32
202015,64120,1004,20,1/4/2020,150,3,16
202016,64121,544,16,1/4/2020,130,7,32
202017,64121,544,16,1/4/2020,103,4,35
202018,64122,142,16,1/4/2020,143,84,18
202019,64122,142,16,1/4/2020,61,1,25
202020,64122,142,16,1/4/2020,164,100,112
202021,64122,142,16,1/4/2020,156,50,15
202022,64122,142,16,1/4/2020,202,24,4
202023,64123,554,7,1/4/2020,175,2,240
202024,64123,554,7,1/4/2020,81,96,18
202025,64123,554,7,1/4/2020,65,7,30
202026,64124,869,8,1/4/2020,182,150,1
202027,64124,869,8,1/4/2020,151,6,16
202028,64163,415,16,1/4/2020,222,216,9
202029,64249,415,16,1/4/2020,193,96,4
202030,64125,415,16,1/4/2020,10,7,32
202031,64126,922,2,1/4/2020,5,7,32
202032,64126,922,2,1/4/2020,106,2,35
202033,64127,165,8,1/4/2020,217,70,25
202034,64127,165,8,1/4/2020,130,5,32
202035,64127,165,8,1/4/2020,216,100,13
202036,64127,165,8,1/4/2020,33,6,13
202037,64127,165,8,1/4/2020,66,10,45
202038,64128,916,20,1/4/2020,138,120,5
202039,64128,916,20,1/4/2020,186,100,2
202040,64129,500,3,1/4/2020,188,175,1
202041,64129,500,3,1/4/2020,155,20,24
202042,64129,500,3,1/4/2020,148,12,18
202043,64130,199,3,1/4/2020,84,84,18
202044,64130,199,3,1/4/2020,192,144,4
202045,64130,199,3,1/4/2020,191,144,4
202046,64131,434,13,1/4/2020,157,80,30
202047,64131,434,13,1/4/2020,138,60,5
202048,64132,887,6,1/4/2020,117,7,34
202049,64132,887,6,1/4/2020,213,1,87
202050,64132,887,6,1/4/2020,161,100,108
202051,64132,887,6,1/4/2020,60,8,25
202052,64133,418,6,1/4/2020,164,100,112
202053,64133,418,6,1/4/2020,162,10,22
202054,64133,418,6,1/4/2020,21,4,13
202055,64133,418,6,1/4/2020,189,26,3
202056,64134,457,7,1/4/2020,198,24,4
202057,64134,457,7,1/4/2020,50,10,13
202058,64134,457,7,1/4/2020,82,96,18
202059,64134,457,7,1/4/2020,200,216,4
202060,64164,72,3,1/4/2020,77,72,18
202061,64135,72,3,1/4/2020,185,225,2
202062,64135,72,3,1/4/2020,130,9,32
202063,64135,72,3,1/4/2020,161,20,108
202064,64135,72,3,1/4/2020,159,70,18
202065,64136,889,2,1/4/2020,29,4,13
202066,64136,889,2,1/4/2020,174,9,240
202067,64137,26,14,1/4/2020,171,40,32
202068,64137,26,14,1/4/2020,27,7,13
202069,64137,26,14,1/4/2020,143,84,18
202070,64137,26,14,1/4/2020,99,84,18
202071,64137,26,14,1/4/2020,65,8,30
202072,64138,190,15,1/4/2020,8,9,240
202073,64138,190,15,1/4/2020,116,2,34
202074,64139,50,14,1/4/2020,152,3,16
202075,64139,50,14,1/4/2020,203,40,32
202076,64139,50,14,1/4/2020,123,10,32
202077,64139,50,14,1/4/2020,153,30,5
202078,64140,504,7,1/4/2020,143,48,18
202079,64140,504,7,1/4/2020,118,5,32
202080,64141,510,20,1/4/2020,11,3,32
202081,64141,510,20,1/4/2020,48,5,13
202082,64142,82,13,1/4/2020,180,25,1
202083,64142,82,13,1/4/2020,110,9,25
202084,64143,895,3,1/4/2020,46,9,13
202085,64143,895,3,1/4/2020,57,10,13
202086,64143,895,3,1/4/2020,220,120,9
202087,64143,895,3,1/4/2020,154,30,20
202088,64143,895,3,1/4/2020,5,10,32
202089,64144,1006,13,1/4/2020,219,60,50
202090,64144,1006,13,1/4/2020,23,10,13
202091,64144,1006,13,1/4/2020,185,50,2
202092,64144,1006,13,1/4/2020,55,1,13
202093,64145,14,15,1/4/2020,212,90,4
202094,64145,14,15,1/4/2020,159,40,18
202095,64146,980,8,1/4/2020,199,240,4
202096,64146,980,8,1/4/2020,127,4,32
202097,64146,980,8,1/4/2020,25,3,13
202098,64147,411,8,1/4/2020,144,48,18
202099,64147,411,8,1/4/2020,180,200,1
202100,64147,411,8,1/4/2020,189,156,3
202101,64147,411,8,1/4/2020,24,10,13
202102,64148,953,8,1/4/2020,218,30,38
202103,64148,953,8,1/4/2020,175,6,240
202104,64148,953,8,1/4/2020,206,120,3
202105,64148,953,8,1/4/2020,176,5,240
202106,64149,937,20,1/4/2020,104,8,35
202107,64149,937,20,1/4/2020,152,5,16
202108,64149,937,20,1/4/2020,115,2,34
202109,64150,508,3,1/4/2020,99,108,18
202110,64150,508,3,1/4/2020,143,108,18
202111,64150,508,3,1/4/2020,83,108,18
